Year,Month,Anomaly,Unc,Anomaly1,Unc1,Anomaly2,Unc2,Anomaly3,Unc3,Anomaly4,Unc 4
  1874,     1 ,    0.043 , 1.546,       NaN ,   NaN,    -0.504 , 0.280,    -0.474 , 0.256,    -0.512 , 0.166
  1874,     2 ,   -0.368 , 1.623,       NaN ,   NaN,    -0.511 , 0.280,    -0.490 , 0.264,    -0.512 , 0.167
  1874,     3 ,   -1.145 , 1.451,    -0.435 , 0.779,    -0.525 , 0.281,    -0.493 , 0.269,    -0.514 , 0.166
  1874,     4 ,   -0.645 , 1.876,    -0.462 , 0.796,    -0.528 , 0.281,    -0.498 , 0.268,    -0.516 , 0.164
  1874,     5 ,   -0.845 , 1.991,    -0.464 , 0.795,    -0.523 , 0.281,    -0.501 , 0.264,    -0.516 , 0.164
  1874,     6 ,   -0.327 , 1.796,    -0.474 , 0.756,    -0.541 , 0.283,    -0.506 , 0.269,    -0.514 , 0.167
  1874,     7 ,   -0.946 , 1.937,    -0.524 , 0.691,    -0.530 , 0.289,    -0.507 , 0.272,    -0.523 , 0.163
  1874,     8 ,   -0.025 , 1.545,    -0.548 , 0.649,    -0.528 , 0.291,    -0.511 , 0.269,    -0.524 , 0.163
  1874,     9 ,   -0.016 , 1.522,    -0.539 , 0.643,    -0.521 , 0.293,    -0.517 , 0.268,    -0.528 , 0.162
  1874,    10 ,   -0.672 , 1.584,    -0.534 , 0.596,    -0.518 , 0.293,    -0.518 , 0.273,    -0.529 , 0.163
  1874,    11 ,   -0.456 , 1.370,    -0.523 , 0.552,    -0.529 , 0.296,    -0.523 , 0.274,    -0.528 , 0.164
  1874,    12 ,   -0.282 , 1.523,    -0.538 , 0.547,    -0.523 , 0.298,    -0.524 , 0.276,    -0.522 , 0.169
  1875,     1 ,   -0.557 , 1.695,    -0.496 , 0.533,    -0.515 , 0.298,    -0.531 , 0.277,    -0.527 , 0.168
  1875,     2 ,   -0.655 , 1.492,    -0.541 , 0.532,    -0.512 , 0.297,    -0.538 , 0.283,    -0.525 , 0.171
  1875,     3 ,   -1.042 , 1.448,    -0.654 , 0.553,    -0.505 , 0.297,    -0.539 , 0.284,    -0.528 , 0.173
  1875,     4 ,   -0.587 , 1.413,    -0.680 , 0.545,    -0.502 , 0.298,    -0.546 , 0.286,    -0.532 , 0.170
  1875,     5 ,   -0.705 , 1.256,    -0.717 , 0.532,    -0.490 , 0.301,    -0.539 , 0.276,    -0.534 , 0.170
  1875,     6 ,   -0.512 , 1.651,    -0.752 , 0.541,    -0.495 , 0.307,    -0.542 , 0.274,    -0.534 , 0.172
  1875,     7 ,   -0.437 , 1.423,    -0.740 , 0.536,    -0.510 , 0.313,    -0.541 , 0.268,    -0.533 , 0.174
  1875,     8 ,   -0.572 , 1.471,    -0.759 , 0.536,    -0.511 , 0.318,    -0.541 , 0.270,    -0.532 , 0.176
  1875,     9 ,   -1.374 , 1.703,    -0.792 , 0.568,    -0.498 , 0.330,    -0.547 , 0.270,    -0.534 , 0.177
  1875,    10 ,   -0.981 , 1.390,    -0.754 , 0.552,    -0.483 , 0.339,    -0.546 , 0.266,    -0.534 , 0.178
  1875,    11 ,   -0.901 , 1.914,    -0.807 , 0.575,    -0.494 , 0.349,    -0.546 , 0.269,    -0.532 , 0.176
  1875,    12 ,   -0.703 , 1.678,    -0.793 , 0.546,    -0.495 , 0.353,    -0.542 , 0.273,    -0.529 , 0.180
  1876,     1 ,   -0.414 , 1.458,    -0.778 , 0.545,    -0.499 , 0.367,    -0.536 , 0.270,    -0.531 , 0.180
  1876,     2 ,   -0.885 , 1.452,    -0.770 , 0.549,    -0.500 , 0.375,    -0.533 , 0.267,    -0.524 , 0.181
  1876,     3 ,   -1.437 , 2.027,    -0.719 , 0.549,    -0.502 , 0.389,    -0.532 , 0.261,    -0.524 , 0.184
  1876,     4 ,   -0.129 , 1.474,    -0.683 , 0.540,    -0.513 , 0.402,    -0.549 , 0.253,    -0.522 , 0.186
  1876,     5 ,   -1.337 , 1.583,    -0.667 , 0.548,    -0.506 , 0.407,    -0.556 , 0.255,    -0.521 , 0.189
  1876,     6 ,   -0.348 , 1.227,    -0.749 , 0.567,    -0.520 , 0.410,    -0.566 , 0.253,    -0.516 , 0.189
  1876,     7 ,   -0.253 , 1.338,    -0.751 , 0.602,    -0.537 , 0.420,    -0.570 , 0.256,    -0.520 , 0.187
  1876,     8 ,   -0.475 , 1.441,    -0.725 , 0.610,    -0.548 , 0.426,    -0.581 , 0.253,    -0.522 , 0.186
  1876,     9 ,   -0.772 , 1.483,    -0.629 , 0.577,    -0.552 , 0.442,    -0.586 , 0.257,    -0.518 , 0.190
  1876,    10 ,   -0.548 , 1.373,    -0.640 , 0.568,    -0.557 , 0.433,    -0.574 , 0.259,    -0.516 , 0.192
  1876,    11 ,   -0.703 , 1.651,    -0.590 , 0.554,    -0.553 , 0.410,    -0.566 , 0.260,    -0.521 , 0.191
  1876,    12 ,   -1.693 , 1.450,    -0.555 , 0.561,    -0.552 , 0.401,    -0.546 , 0.269,    -0.526 , 0.188
  1877,     1 ,   -0.437 , 1.576,    -0.506 , 0.559,    -0.545 , 0.397,    -0.527 , 0.278,    -0.530 , 0.189
  1877,     2 ,   -0.564 , 1.526,    -0.440 , 0.554,    -0.552 , 0.386,    -0.512 , 0.285,    -0.531 , 0.191
  1877,     3 ,   -0.287 , 1.383,    -0.391 , 0.551,    -0.562 , 0.387,    -0.522 , 0.278,    -0.532 , 0.192
  1877,     4 ,   -0.262 , 1.440,    -0.356 , 0.562,    -0.561 , 0.389,    -0.529 , 0.280,    -0.534 , 0.190
  1877,     5 ,   -0.733 , 1.342,    -0.312 , 0.562,    -0.571 , 0.395,    -0.541 , 0.280,    -0.534 , 0.191
  1877,     6 ,    0.060 , 1.400,    -0.271 , 0.547,    -0.590 , 0.410,    -0.548 , 0.277,    -0.535 , 0.191
  1877,     7 ,    0.340 , 1.353,    -0.313 , 0.546,    -0.607 , 0.428,    -0.554 , 0.277,    -0.538 , 0.195
  1877,     8 ,    0.318 , 1.423,    -0.282 , 0.570,    -0.625 , 0.442,    -0.556 , 0.275,    -0.540 , 0.196
  1877,     9 ,   -0.186 , 1.412,    -0.256 , 0.625,    -0.630 , 0.454,    -0.556 , 0.272,    -0.540 , 0.196
  1877,    10 ,   -0.124 , 1.394,    -0.203 , 0.648,    -0.643 , 0.460,    -0.568 , 0.273,    -0.539 , 0.196
  1877,    11 ,   -0.180 , 1.580,    -0.198 , 0.643,    -0.634 , 0.451,    -0.569 , 0.271,    -0.545 , 0.192
  1877,    12 ,   -1.202 , 1.486,    -0.181 , 0.626,    -0.628 , 0.442,    -0.569 , 0.276,    -0.550 , 0.192
  1878,     1 ,   -0.937 , 1.420,    -0.215 , 0.680,    -0.621 , 0.429,    -0.581 , 0.280,    -0.553 , 0.192
  1878,     2 ,   -0.196 , 1.848,    -0.246 , 0.718,    -0.619 , 0.435,    -0.580 , 0.278,    -0.550 , 0.193
  1878,     3 ,    0.034 , 2.120,    -0.311 , 0.796,    -0.612 , 0.422,    -0.579 , 0.278,    -0.549 , 0.192
  1878,     4 ,    0.368 , 1.360,    -0.385 , 0.889,    -0.603 , 0.409,    -0.574 , 0.283,    -0.548 , 0.191
  1878,     5 ,   -0.672 , 1.299,    -0.369 , 0.856,    -0.594 , 0.436,    -0.578 , 0.289,    -0.549 , 0.190
  1878,     6 ,    0.269 , 1.283,    -0.352 , 0.908,    -0.595 , 0.451,    -0.582 , 0.290,    -0.547 , 0.191
  1878,     7 ,   -0.074 , 1.595,    -0.355 , 0.971,    -0.594 , 0.456,    -0.590 , 0.295,    -0.547 , 0.192
  1878,     8 ,   -0.053 , 1.669,    -0.424 , 0.981,    -0.591 , 0.444,    -0.605 , 0.292,    -0.546 , 0.196
  1878,     9 ,   -0.962 , 2.048,    -0.542 , 0.957,    -0.584 , 0.424,    -0.596 , 0.292,    -0.547 , 0.195
  1878,    10 ,   -1.018 , 1.990,    -0.652 , 0.990,    -0.615 , 0.423,    -0.597 , 0.291,    -0.543 , 0.196
  1878,    11 ,    0.019 , 1.374,    -0.650 , 0.930,    -0.612 , 0.409,    -0.594 , 0.292,    -0.541 , 0.199
  1878,    12 ,   -1.003 , 1.442,    -0.691 , 0.944,    -0.631 , 0.411,    -0.597 , 0.293,    -0.539 , 0.199
  1879,     1 ,   -0.968 , 1.783,    -0.732 , 0.940,    -0.637 , 0.415,    -0.605 , 0.290,    -0.538 , 0.201
  1879,     2 ,   -1.024 , 1.903,    -0.763 , 0.842,    -0.650 , 0.413,    -0.607 , 0.285,    -0.542 , 0.203
  1879,     3 ,   -1.386 , 1.824,    -0.734 , 0.734,    -0.646 , 0.407,    -0.610 , 0.284,    -0.539 , 0.203
  1879,     4 ,   -0.958 , 1.466,    -0.702 , 0.697,    -0.620 , 0.403,    -0.615 , 0.275,    -0.534 , 0.202
  1879,     5 ,   -0.642 , 1.371,    -0.789 , 0.708,    -0.609 , 0.410,    -0.613 , 0.267,    -0.531 , 0.203
  1879,     6 ,   -0.227 , 1.315,    -0.825 , 0.722,    -0.551 , 0.420,    -0.607 , 0.265,    -0.530 , 0.206
  1879,     7 ,   -0.563 , 1.593,    -0.876 , 0.694,    -0.524 , 0.430,    -0.619 , 0.256,    -0.529 , 0.206
  1879,     8 ,   -0.423 , 1.600,    -0.935 , 0.684,    -0.496 , 0.436,    -0.622 , 0.254,    -0.529 , 0.207
  1879,     9 ,   -0.619 , 1.540,    -0.933 , 0.662,    -0.524 , 0.417,    -0.636 , 0.254,    -0.530 , 0.208
  1879,    10 ,   -0.631 , 1.628,    -0.968 , 0.665,    -0.540 , 0.418,    -0.638 , 0.251,    -0.532 , 0.209
  1879,    11 ,   -1.025 , 1.450,    -0.924 , 0.658,    -0.554 , 0.407,    -0.639 , 0.252,    -0.531 , 0.209
  1879,    12 ,   -1.433 , 1.526,    -0.920 , 0.664,    -0.574 , 0.397,    -0.631 , 0.257,    -0.524 , 0.212
  1880,     1 ,   -1.582 , 1.512,    -0.874 , 0.605,    -0.593 , 0.400,    -0.636 , 0.259,    -0.524 , 0.213
  1880,     2 ,   -1.737 , 1.740,    -0.875 , 0.672,    -0.601 , 0.397,    -0.630 , 0.259,    -0.522 , 0.215
  1880,     3 ,   -1.361 , 1.506,    -0.904 , 0.685,    -0.607 , 0.395,    -0.637 , 0.257,    -0.519 , 0.215
  1880,     4 ,   -1.372 , 1.434,    -0.887 , 0.611,    -0.635 , 0.395,    -0.646 , 0.253,    -0.521 , 0.215
  1880,     5 ,   -0.118 , 1.404,    -0.832 , 0.620,    -0.647 , 0.385,    -0.648 , 0.252,    -0.524 , 0.213
  1880,     6 ,      NaN ,   NaN,    -0.778 , 0.605,    -0.643 , 0.381,    -0.639 , 0.248,    -0.522 , 0.212
  1880,     7 ,   -0.003 , 1.409,    -0.674 , 0.563,    -0.653 , 0.380,    -0.633 , 0.247,    -0.523 , 0.213
  1880,     8 ,   -0.445 , 1.688,    -0.588 , 0.518,    -0.648 , 0.363,    -0.626 , 0.247,    -0.520 , 0.217
  1880,     9 ,   -0.957 , 1.443,    -0.561 , 0.494,    -0.661 , 0.344,    -0.619 , 0.241,    -0.516 , 0.219
  1880,    10 ,   -0.430 , 1.519,    -0.613 , 0.526,    -0.665 , 0.339,    -0.614 , 0.239,    -0.522 , 0.218
  1880,    11 ,   -0.364 , 1.559,    -0.697 , 0.542,    -0.662 , 0.335,    -0.607 , 0.245,    -0.522 , 0.218
  1880,    12 ,   -0.789 , 1.328,    -0.806 , 0.633,    -0.670 , 0.334,    -0.599 , 0.252,    -0.521 , 0.219
  1881,     1 ,   -0.332 , 0.942,    -0.858 , 0.638,    -0.681 , 0.329,    -0.598 , 0.255,    -0.521 , 0.218
  1881,     2 ,   -0.697 , 1.051,    -0.924 , 0.752,    -0.710 , 0.324,    -0.586 , 0.254,    -0.520 , 0.219
  1881,     3 ,   -1.043 , 1.049,    -0.892 , 0.815,    -0.691 , 0.301,    -0.580 , 0.248,    -0.520 , 0.216
  1881,     4 ,   -1.999 , 2.629,    -0.770 , 0.667,    -0.680 , 0.288,    -0.577 , 0.252,    -0.517 , 0.216
  1881,     5 ,   -1.128 , 1.065,    -0.743 , 0.548,    -0.683 , 0.283,    -0.566 , 0.248,    -0.515 , 0.219
  1881,     6 ,   -1.480 , 2.532,    -0.529 , 0.397,    -0.674 , 0.282,    -0.557 , 0.249,    -0.513 , 0.220
  1881,     7 ,   -0.634 , 1.422,    -0.400 , 0.424,    -0.674 , 0.277,    -0.562 , 0.248,    -0.509 , 0.220
  1881,     8 ,   -1.229 , 2.295,    -0.251 , 0.521,    -0.666 , 0.271,    -0.563 , 0.247,    -0.512 , 0.220
  1881,     9 ,   -0.572 , 1.434,    -0.328 , 0.432,    -0.668 , 0.263,    -0.554 , 0.248,    -0.515 , 0.223
  1881,    10 ,    1.032 , 2.510,    -0.263 , 0.468,    -0.673 , 0.259,    -0.554 , 0.249,    -0.518 , 0.223
  1881,    11 ,   -0.048 , 2.081,    -0.301 , 0.439,    -0.673 , 0.260,    -0.559 , 0.252,    -0.514 , 0.223
  1881,    12 ,    1.786 , 4.633,    -0.270 , 0.461,    -0.662 , 0.255,    -0.556 , 0.252,    -0.520 , 0.222
  1882,     1 ,    1.209 , 1.834,    -0.288 , 0.420,    -0.693 , 0.256,    -0.561 , 0.255,    -0.514 , 0.228
  1882,     2 ,    1.096 , 2.381,    -0.197 , 0.476,    -0.691 , 0.260,    -0.564 , 0.254,    -0.513 , 0.227
  1882,     3 ,   -1.964 , 3.039,    -0.192 , 0.508,    -0.710 , 0.261,    -0.571 , 0.255,    -0.511 , 0.230
  1882,     4 ,   -1.229 , 1.546,    -0.429 , 0.394,    -0.714 , 0.255,    -0.576 , 0.259,    -0.511 , 0.232
  1882,     5 ,   -1.582 , 1.874,    -0.503 , 0.432,    -0.706 , 0.246,    -0.577 , 0.258,    -0.511 , 0.237
  1882,     6 ,   -1.101 , 1.511,    -0.730 , 0.692,    -0.673 , 0.243,    -0.580 , 0.255,    -0.510 , 0.238
  1882,     7 ,   -0.856 , 1.219,    -0.959 , 0.921,    -0.665 , 0.232,    -0.587 , 0.260,    -0.512 , 0.240
  1882,     8 ,   -0.134 , 1.178,    -1.044 , 0.965,    -0.636 , 0.228,    -0.594 , 0.261,    -0.517 , 0.238
  1882,     9 ,   -0.517 , 1.049,    -0.940 , 0.767,    -0.643 , 0.222,    -0.595 , 0.260,    -0.516 , 0.242
  1882,    10 ,   -1.812 , 1.433,    -0.826 , 0.597,    -0.649 , 0.221,    -0.599 , 0.261,    -0.518 , 0.245
  1882,    11 ,   -0.934 , 1.382,    -0.740 , 0.485,    -0.663 , 0.219,    -0.605 , 0.256,    -0.516 , 0.248
  1882,    12 ,   -0.942 , 1.102,    -0.664 , 0.428,    -0.651 , 0.216,    -0.605 , 0.259,    -0.516 , 0.253
  1883,     1 ,   -1.533 , 1.901,    -0.653 , 0.417,    -0.646 , 0.215,    -0.609 , 0.256,    -0.519 , 0.257
  1883,     2 ,    0.075 , 1.828,    -0.792 , 0.473,    -0.633 , 0.215,    -0.612 , 0.248,    -0.521 , 0.255
  1883,     3 ,   -0.720 , 1.057,    -0.731 , 0.389,    -0.626 , 0.214,    -0.623 , 0.241,    -0.519 , 0.254
  1883,     4 ,    0.140 , 1.602,    -0.614 , 0.394,    -0.625 , 0.212,    -0.628 , 0.244,    -0.519 , 0.256
  1883,     5 ,   -0.541 , 0.985,    -0.548 , 0.442,    -0.620 , 0.210,    -0.629 , 0.246,    -0.524 , 0.257
  1883,     6 ,   -0.193 , 0.928,    -0.509 , 0.488,    -0.604 , 0.209,    -0.629 , 0.247,    -0.526 , 0.257
  1883,     7 ,   -0.724 , 1.156,    -0.463 , 0.506,    -0.602 , 0.210,    -0.631 , 0.246,    -0.529 , 0.259
  1883,     8 ,   -1.799 , 1.998,    -0.514 , 0.469,    -0.581 , 0.212,    -0.624 , 0.246,    -0.527 , 0.262
  1883,     9 ,    0.208 , 2.494,    -0.578 , 0.508,    -0.576 , 0.213,    -0.624 , 0.237,    -0.528 , 0.263
  1883,    10 ,   -0.404 , 1.079,    -0.694 , 0.456,    -0.539 , 0.233,    -0.611 , 0.233,    -0.535 , 0.262
  1883,    11 ,   -0.141 , 1.550,    -0.702 , 0.452,    -0.520 , 0.249,    -0.615 , 0.234,    -0.535 , 0.263
  1883,    12 ,   -0.474 , 1.276,    -0.651 , 0.569,    -0.483 , 0.266,    -0.610 , 0.234,    -0.540 , 0.261
  1884,     1 ,   -0.980 , 1.743,    -0.790 , 0.466,    -0.488 , 0.266,    -0.601 , 0.230,    -0.545 , 0.260
  1884,     2 ,   -0.535 , 1.120,    -0.669 , 0.524,    -0.477 , 0.285,    -0.594 , 0.225,    -0.547 , 0.258
  1884,     3 ,   -1.489 , 1.142,    -0.830 , 0.412,    -0.462 , 0.307,    -0.585 , 0.221,    -0.542 , 0.258
  1884,     4 ,   -1.253 , 1.083,    -0.871 , 0.397,    -0.487 , 0.279,    -0.570 , 0.222,    -0.545 , 0.253
  1884,     5 ,   -0.640 , 1.050,    -0.906 , 0.388,    -0.509 , 0.258,    -0.560 , 0.226,    -0.544 , 0.249
  1884,     6 ,    0.415 , 2.983,    -0.817 , 0.395,    -0.561 , 0.212,    -0.554 , 0.226,    -0.541 , 0.248
  1884,     7 ,   -2.391 , 2.596,    -0.827 , 0.442,    -0.598 , 0.206,    -0.551 , 0.224,    -0.539 , 0.246
  1884,     8 ,   -0.343 , 1.103,    -0.782 , 0.451,    -0.631 , 0.192,    -0.547 , 0.227,    -0.538 , 0.245
  1884,     9 ,   -1.730 , 1.506,    -0.810 , 0.450,    -0.617 , 0.208,    -0.544 , 0.230,    -0.542 , 0.242
  1884,    10 ,   -0.886 , 1.035,    -0.848 , 0.532,    -0.612 , 0.222,    -0.545 , 0.226,    -0.542 , 0.239
  1884,    11 ,   -0.563 , 1.712,    -0.873 , 0.540,    -0.599 , 0.237,    -0.538 , 0.226,    -0.541 , 0.239
  1884,    12 ,    0.591 , 1.660,    -0.863 , 0.418,    -0.586 , 0.250,    -0.525 , 0.229,    -0.549 , 0.237
  1885,     1 ,   -1.098 , 1.343,    -0.640 , 0.533,    -0.580 , 0.270,    -0.516 , 0.229,    -0.553 , 0.236
  1885,     2 ,    0.002 , 0.985,    -0.586 , 0.591,    -0.588 , 0.271,    -0.506 , 0.229,    -0.556 , 0.235
  1885,     3 ,   -1.825 , 1.097,    -0.486 , 0.686,    -0.584 , 0.280,    -0.498 , 0.228,    -0.553 , 0.235
  1885,     4 ,   -1.709 , 1.695,    -0.441 , 0.672,    -0.563 , 0.300,    -0.497 , 0.229,    -0.552 , 0.236
  1885,     5 ,   -0.936 , 0.895,    -0.401 , 0.570,    -0.563 , 0.308,    -0.509 , 0.234,    -0.551 , 0.237
  1885,     6 ,    0.531 , 0.904,    -0.433 , 0.544,    -0.566 , 0.310,    -0.502 , 0.233,    -0.551 , 0.235
  1885,     7 ,    0.289 , 0.941,    -0.360 , 0.494,    -0.566 , 0.326,    -0.505 , 0.240,    -0.548 , 0.236
  1885,     8 ,    0.299 , 1.053,    -0.315 , 0.498,    -0.576 , 0.308,    -0.499 , 0.246,    -0.544 , 0.236
  1885,     9 ,   -0.521 , 0.866,    -0.223 , 0.465,    -0.585 , 0.313,    -0.485 , 0.250,    -0.543 , 0.234
  1885,    10 ,   -0.347 , 0.710,    -0.063 , 0.464,    -0.592 , 0.306,    -0.498 , 0.252,    -0.540 , 0.233
  1885,    11 ,   -0.087 , 0.837,     0.014 , 0.514,    -0.595 , 0.309,    -0.499 , 0.253,    -0.535 , 0.236
  1885,    12 ,    0.210 , 0.924,     0.032 , 0.495,    -0.587 , 0.315,    -0.500 , 0.252,    -0.536 , 0.240
  1886,     1 ,   -0.221 , 0.798,    -0.067 , 0.472,    -0.580 , 0.327,    -0.505 , 0.254,    -0.538 , 0.239
  1886,     2 ,    0.534 , 1.281,    -0.142 , 0.421,    -0.538 , 0.368,    -0.507 , 0.260,    -0.535 , 0.236
  1886,     3 ,   -0.716 , 0.789,    -0.072 , 0.458,    -0.558 , 0.329,    -0.507 , 0.257,    -0.526 , 0.235
  1886,     4 ,    0.206 , 0.929,    -0.083 , 0.475,    -0.541 , 0.331,    -0.484 , 0.261,    -0.526 , 0.239
  1886,     5 ,   -0.010 , 1.810,    -0.185 , 0.485,    -0.547 , 0.315,    -0.475 , 0.265,    -0.523 , 0.236
  1886,     6 ,    0.756 , 0.841,    -0.314 , 0.442,    -0.546 , 0.308,    -0.460 , 0.267,    -0.518 , 0.238
  1886,     7 ,   -0.901 , 0.809,    -0.383 , 0.444,    -0.527 , 0.330,    -0.447 , 0.265,    -0.518 , 0.238
  1886,     8 ,   -0.599 , 0.782,    -0.501 , 0.402,    -0.521 , 0.325,    -0.444 , 0.269,    -0.510 , 0.240
  1886,     9 ,    0.313 , 1.157,    -0.536 , 0.426,    -0.502 , 0.325,    -0.445 , 0.273,    -0.505 , 0.241
  1886,    10 ,   -0.479 , 0.998,    -0.628 , 0.449,    -0.468 , 0.340,    -0.462 , 0.266,    -0.501 , 0.241
  1886,    11 ,   -1.311 , 0.810,    -0.697 , 0.445,    -0.448 , 0.336,    -0.462 , 0.264,    -0.501 , 0.240
  1886,    12 ,   -1.337 , 0.873,    -0.786 , 0.434,    -0.446 , 0.309,    -0.494 , 0.257,    -0.494 , 0.241
  1887,     1 ,   -1.052 , 0.927,    -0.751 , 0.442,    -0.409 , 0.335,    -0.501 , 0.263,    -0.503 , 0.238
  1887,     2 ,   -0.878 , 1.312,    -0.750 , 0.454,    -0.402 , 0.336,    -0.515 , 0.260,    -0.503 , 0.235
  1887,     3 ,   -1.139 , 0.928,    -0.801 , 0.419,    -0.377 , 0.353,    -0.500 , 0.261,    -0.505 , 0.235
  1887,     4 ,   -0.892 , 0.815,    -0.807 , 0.418,    -0.376 , 0.349,    -0.493 , 0.263,    -0.501 , 0.234
  1887,     5 ,   -0.838 , 0.860,    -0.777 , 0.430,    -0.370 , 0.338,    -0.481 , 0.268,    -0.498 , 0.232
  1887,     6 ,   -0.313 , 0.743,    -0.758 , 0.434,    -0.377 , 0.334,    -0.472 , 0.273,    -0.501 , 0.231
  1887,     7 ,   -0.490 , 1.199,    -0.796 , 0.378,    -0.367 , 0.344,    -0.470 , 0.276,    -0.501 , 0.234
  1887,     8 ,   -0.579 , 1.280,    -0.770 , 0.359,    -0.376 , 0.348,    -0.478 , 0.273,    -0.501 , 0.233
  1887,     9 ,   -0.308 , 1.198,    -0.777 , 0.351,    -0.354 , 0.364,    -0.476 , 0.283,    -0.503 , 0.234
  1887,    10 ,   -0.543 , 0.846,    -0.725 , 0.389,    -0.344 , 0.383,    -0.467 , 0.292,    -0.500 , 0.235
  1887,    11 ,   -0.949 , 0.758,    -0.716 , 0.456,    -0.355 , 0.395,    -0.463 , 0.298,    -0.501 , 0.233
  1887,    12 ,   -1.117 , 0.931,    -0.668 , 0.509,    -0.353 , 0.388,    -0.463 , 0.305,    -0.499 , 0.231
  1888,     1 ,   -1.500 , 1.016,    -0.653 , 0.509,    -0.364 , 0.396,    -0.456 , 0.312,    -0.498 , 0.235
  1888,     2 ,   -0.571 , 0.809,    -0.543 , 0.533,    -0.366 , 0.416,    -0.463 , 0.310,    -0.505 , 0.233
  1888,     3 ,   -1.218 , 1.013,    -0.602 , 0.530,    -0.345 , 0.430,    -0.458 , 0.307,    -0.505 , 0.230
  1888,     4 ,   -0.273 , 1.164,    -0.506 , 0.543,    -0.370 , 0.428,    -0.464 , 0.307,    -0.509 , 0.230
  1888,     5 ,   -0.725 , 1.085,    -0.468 , 0.608,    -0.378 , 0.434,    -0.469 , 0.301,    -0.511 , 0.229
  1888,     6 ,    0.261 , 0.848,    -0.406 , 0.587,    -0.396 , 0.436,    -0.469 , 0.300,    -0.515 , 0.227
  1888,     7 ,   -0.315 , 1.116,    -0.271 , 0.577,    -0.409 , 0.440,    -0.467 , 0.295,    -0.521 , 0.224
  1888,     8 ,    0.737 , 1.421,    -0.238 , 0.593,    -0.432 , 0.447,    -0.450 , 0.305,    -0.527 , 0.217
  1888,     9 ,   -1.014 , 1.157,    -0.164 , 0.537,    -0.438 , 0.437,    -0.460 , 0.306,    -0.529 , 0.214
  1888,    10 ,    0.613 , 0.866,    -0.076 , 0.507,    -0.429 , 0.440,    -0.474 , 0.304,    -0.531 , 0.211
  1888,    11 ,   -0.492 , 1.324,     0.033 , 0.493,    -0.429 , 0.463,    -0.475 , 0.306,    -0.531 , 0.209
  1888,    12 ,   -0.368 , 0.736,     0.055 , 0.490,    -0.437 , 0.456,    -0.483 , 0.298,    -0.530 , 0.208
  1889,     1 ,    0.110 , 0.748,     0.068 , 0.518,    -0.407 , 0.455,    -0.485 , 0.299,    -0.528 , 0.205
  1889,     2 ,   -0.173 , 0.965,     0.009 , 0.535,    -0.410 , 0.453,    -0.487 , 0.296,    -0.523 , 0.201
  1889,     3 ,   -0.331 , 0.723,     0.074 , 0.524,    -0.428 , 0.452,    -0.475 , 0.299,    -0.520 , 0.200
  1889,     4 ,    0.785 , 0.718,    -0.045 , 0.498,    -0.437 , 0.441,    -0.476 , 0.296,    -0.520 , 0.200
  1889,     5 ,    0.587 , 1.065,    -0.018 , 0.496,    -0.416 , 0.450,    -0.474 , 0.295,    -0.528 , 0.202
  1889,     6 ,    0.519 , 0.768,     0.028 , 0.602,    -0.427 , 0.445,    -0.475 , 0.298,    -0.531 , 0.200
  1889,     7 ,   -0.158 , 1.543,    -0.027 , 0.687,    -0.404 , 0.458,    -0.458 , 0.301,    -0.529 , 0.199
  1889,     8 ,    0.030 , 0.833,    -0.054 , 0.751,    -0.398 , 0.437,    -0.454 , 0.298,    -0.525 , 0.201
  1889,     9 ,   -0.229 , 0.706,    -0.068 , 0.809,    -0.382 , 0.445,    -0.448 , 0.293,    -0.520 , 0.202
  1889,    10 ,   -0.816 , 0.575,    -0.228 , 0.842,    -0.374 , 0.448,    -0.446 , 0.288,    -0.521 , 0.200
  1889,    11 ,   -0.171 , 1.302,    -0.408 , 0.902,    -0.363 , 0.460,    -0.444 , 0.288,    -0.524 , 0.198
  1889,    12 ,    0.185 , 1.502,    -0.400 , 0.832,    -0.358 , 0.475,    -0.466 , 0.275,    -0.519 , 0.198
  1890,     1 ,   -0.554 , 1.307,    -0.417 , 0.803,    -0.359 , 0.480,    -0.470 , 0.274,    -0.517 , 0.196
  1890,     2 ,   -0.497 , 1.661,    -0.402 , 0.868,    -0.369 , 0.453,    -0.481 , 0.272,    -0.512 , 0.192
  1890,     3 ,   -0.493 , 1.065,    -0.322 , 0.863,    -0.367 , 0.488,    -0.469 , 0.275,    -0.506 , 0.190
  1890,     4 ,   -1.139 , 0.705,    -0.410 , 0.929,    -0.371 , 0.511,    -0.458 , 0.288,    -0.496 , 0.191
  1890,     5 ,   -1.570 , 1.852,    -0.442 , 0.940,    -0.362 , 0.530,    -0.453 , 0.291,    -0.493 , 0.193
  1890,     6 ,    0.618 , 0.858,    -0.532 , 0.909,    -0.359 , 0.535,    -0.463 , 0.288,    -0.491 , 0.193
  1890,     7 ,   -0.366 , 1.471,    -0.567 , 0.869,    -0.347 , 0.539,    -0.462 , 0.292,    -0.490 , 0.196
  1890,     8 ,    0.215 , 1.531,    -0.597 , 0.789,    -0.350 , 0.534,    -0.463 , 0.293,    -0.491 , 0.196
  1890,     9 ,    0.730 , 0.962,    -0.646 , 0.743,    -0.332 , 0.510,    -0.467 , 0.297,    -0.485 , 0.196
  1890,    10 ,   -1.879 , 1.483,    -0.489 , 0.719,    -0.336 , 0.505,    -0.467 , 0.296,    -0.484 , 0.198
