Year,Month,Anomaly,Unc,Anomaly1,Unc1,Anomaly2,Unc2,Anomaly3,Unc3,Anomaly4,Unc 4
  1937,     1 ,   -0.368 , 0.358,    -0.432 , 0.198,    -0.305 , 0.174,    -0.073 , 0.157,    -0.082 , 0.154
  1937,     2 ,   -0.177 , 0.641,    -0.424 , 0.205,    -0.341 , 0.176,    -0.060 , 0.163,    -0.077 , 0.154
  1937,     3 ,    0.049 , 0.435,    -0.389 , 0.221,    -0.366 , 0.177,    -0.057 , 0.166,    -0.075 , 0.155
  1937,     4 ,   -0.353 , 0.310,    -0.280 , 0.235,    -0.365 , 0.181,    -0.068 , 0.165,    -0.071 , 0.156
  1937,     5 ,    0.838 , 0.803,    -0.077 , 0.273,    -0.377 , 0.184,    -0.068 , 0.165,    -0.071 , 0.155
  1937,     6 ,    0.443 , 0.515,    -0.118 , 0.342,    -0.366 , 0.184,    -0.062 , 0.162,    -0.069 , 0.154
  1937,     7 ,   -1.367 , 0.625,    -0.083 , 0.347,    -0.367 , 0.189,    -0.052 , 0.159,    -0.077 , 0.153
  1937,     8 ,    0.408 , 0.735,    -0.116 , 0.305,    -0.337 , 0.191,    -0.046 , 0.153,    -0.067 , 0.154
  1937,     9 ,   -1.202 , 0.577,    -0.069 , 0.306,    -0.311 , 0.194,    -0.055 , 0.153,    -0.075 , 0.153
  1937,    10 ,    0.123 , 0.220,     0.037 , 0.265,    -0.298 , 0.191,    -0.076 , 0.159,    -0.072 , 0.153
  1937,    11 ,    1.473 , 0.597,     0.007 , 0.261,    -0.282 , 0.190,    -0.083 , 0.162,    -0.069 , 0.153
  1937,    12 ,   -1.280 , 0.635,    -0.004 , 0.262,    -0.263 , 0.188,    -0.092 , 0.166,    -0.073 , 0.152
  1938,     1 ,    0.046 , 0.314,     0.125 , 0.265,    -0.271 , 0.187,    -0.097 , 0.168,    -0.075 , 0.151
  1938,     2 ,   -0.564 , 0.153,     0.073 , 0.236,    -0.211 , 0.189,    -0.109 , 0.169,    -0.078 , 0.152
  1938,     3 ,    0.610 , 0.461,     0.139 , 0.214,    -0.207 , 0.192,    -0.122 , 0.172,    -0.079 , 0.152
  1938,     4 ,    0.915 , 0.629,     0.147 , 0.224,    -0.245 , 0.196,    -0.120 , 0.171,    -0.083 , 0.151
  1938,     5 ,    0.483 , 0.443,     0.006 , 0.210,    -0.234 , 0.200,    -0.132 , 0.171,    -0.080 , 0.149
  1938,     6 ,    0.307 , 0.325,     0.083 , 0.193,    -0.213 , 0.202,    -0.127 , 0.167,    -0.080 , 0.149
  1938,     7 ,    0.186 , 0.266,     0.033 , 0.206,    -0.221 , 0.205,    -0.124 , 0.166,    -0.077 , 0.147
  1938,     8 ,   -0.217 , 0.479,     0.066 , 0.220,    -0.220 , 0.206,    -0.136 , 0.165,    -0.069 , 0.147
  1938,     9 ,   -0.415 , 0.531,    -0.070 , 0.232,    -0.210 , 0.205,    -0.139 , 0.165,    -0.068 , 0.148
  1938,    10 ,    0.222 , 0.613,    -0.182 , 0.235,    -0.190 , 0.206,    -0.144 , 0.168,    -0.068 , 0.149
  1938,    11 ,   -0.216 , 0.659,    -0.211 , 0.248,    -0.138 , 0.207,    -0.142 , 0.171,    -0.075 , 0.149
  1938,    12 ,   -0.358 , 0.442,    -0.241 , 0.251,    -0.121 , 0.196,    -0.146 , 0.170,    -0.074 , 0.149
  1939,     1 ,   -0.553 , 0.398,    -0.338 , 0.292,    -0.106 , 0.193,    -0.136 , 0.176,    -0.068 , 0.148
  1939,     2 ,   -0.167 , 0.439,    -0.377 , 0.287,    -0.090 , 0.189,    -0.141 , 0.180,    -0.071 , 0.146
  1939,     3 ,   -1.024 , 0.501,    -0.520 , 0.274,    -0.066 , 0.189,    -0.147 , 0.181,    -0.069 , 0.146
  1939,     4 ,   -0.430 , 0.361,    -0.543 , 0.287,    -0.030 , 0.191,    -0.153 , 0.179,    -0.065 , 0.145
  1939,     5 ,    0.138 , 0.289,    -0.633 , 0.317,     0.006 , 0.191,    -0.170 , 0.179,    -0.070 , 0.145
  1939,     6 ,   -0.053 , 0.480,    -0.629 , 0.300,     0.032 , 0.191,    -0.174 , 0.176,    -0.070 , 0.146
  1939,     7 ,   -0.979 , 0.951,    -0.569 , 0.292,     0.051 , 0.196,    -0.168 , 0.171,    -0.070 , 0.146
  1939,     8 ,   -0.685 , 0.611,    -0.517 , 0.270,     0.080 , 0.195,    -0.161 , 0.167,    -0.066 , 0.146
  1939,     9 ,   -2.134 , 0.529,    -0.418 , 0.255,     0.080 , 0.196,    -0.161 , 0.169,    -0.061 , 0.146
  1939,    10 ,   -0.049 , 0.401,    -0.387 , 0.243,     0.082 , 0.193,    -0.157 , 0.172,    -0.062 , 0.145
  1939,    11 ,   -1.305 , 0.344,    -0.406 , 0.243,     0.066 , 0.195,    -0.149 , 0.177,    -0.066 , 0.144
  1939,    12 ,   -0.301 , 0.315,    -0.366 , 0.241,     0.074 , 0.193,    -0.137 , 0.176,    -0.065 , 0.144
  1940,     1 ,    0.167 , 0.400,    -0.298 , 0.224,     0.105 , 0.184,    -0.141 , 0.176,    -0.063 , 0.143
  1940,     2 ,    0.449 , 0.394,    -0.152 , 0.251,     0.117 , 0.177,    -0.126 , 0.179,    -0.059 , 0.143
  1940,     3 ,    0.165 , 0.374,     0.004 , 0.244,     0.137 , 0.171,    -0.124 , 0.181,    -0.051 , 0.144
  1940,     4 ,   -0.055 , 0.337,    -0.072 , 0.224,     0.099 , 0.178,    -0.114 , 0.181,    -0.047 , 0.143
  1940,     5 ,   -0.095 , 0.365,     0.045 , 0.210,     0.071 , 0.184,    -0.113 , 0.183,    -0.048 , 0.140
  1940,     6 ,    0.427 , 0.477,     0.120 , 0.192,     0.076 , 0.183,    -0.115 , 0.181,    -0.039 , 0.140
  1940,     7 ,   -0.164 , 0.562,     0.054 , 0.189,     0.066 , 0.188,    -0.116 , 0.175,    -0.036 , 0.138
  1940,     8 ,    1.067 , 0.369,    -0.011 , 0.185,     0.068 , 0.190,    -0.094 , 0.172,    -0.032 , 0.138
  1940,     9 ,   -0.261 , 0.392,    -0.034 , 0.166,     0.045 , 0.192,    -0.078 , 0.172,    -0.023 , 0.139
  1940,    10 ,   -0.963 , 0.519,     0.078 , 0.185,     0.031 , 0.196,    -0.090 , 0.173,    -0.026 , 0.139
  1940,    11 ,    0.105 , 0.498,     0.250 , 0.209,     0.013 , 0.198,    -0.083 , 0.176,    -0.030 , 0.138
  1940,    12 ,    0.590 , 0.689,     0.319 , 0.202,     0.007 , 0.191,    -0.074 , 0.176,    -0.035 , 0.136
  1941,     1 ,   -0.614 , 0.691,     0.410 , 0.206,     0.013 , 0.186,    -0.080 , 0.175,    -0.039 , 0.136
  1941,     2 ,   -0.334 , 0.355,     0.430 , 0.237,    -0.011 , 0.183,    -0.079 , 0.174,    -0.042 , 0.135
  1941,     3 ,   -0.118 , 0.354,     0.435 , 0.240,    -0.018 , 0.185,    -0.076 , 0.176,    -0.043 , 0.134
  1941,     4 ,    1.298 , 0.475,     0.596 , 0.242,    -0.019 , 0.192,    -0.073 , 0.178,    -0.039 , 0.135
  1941,     5 ,    1.968 , 0.601,     0.687 , 0.246,    -0.028 , 0.195,    -0.057 , 0.179,    -0.047 , 0.134
  1941,     6 ,    1.252 , 0.486,     0.704 , 0.204,    -0.046 , 0.191,    -0.058 , 0.172,    -0.051 , 0.133
  1941,     7 ,    0.932 , 0.314,     0.818 , 0.159,    -0.030 , 0.198,    -0.053 , 0.169,    -0.052 , 0.134
  1941,     8 ,    1.303 , 0.263,     0.977 , 0.138,    -0.053 , 0.203,    -0.063 , 0.167,    -0.058 , 0.134
  1941,     9 ,   -0.199 , 0.401,     0.989 , 0.170,    -0.050 , 0.196,    -0.040 , 0.164,    -0.060 , 0.134
  1941,    10 ,    0.962 , 0.461,     0.862 , 0.172,    -0.039 , 0.187,    -0.031 , 0.167,    -0.056 , 0.135
  1941,    11 ,    1.204 , 0.585,     0.689 , 0.194,    -0.061 , 0.189,    -0.022 , 0.170,    -0.051 , 0.135
  1941,    12 ,    0.792 , 0.247,     0.662 , 0.180,    -0.060 , 0.181,    -0.008 , 0.169,    -0.050 , 0.134
  1942,     1 ,    0.753 , 0.945,     0.623 , 0.163,    -0.030 , 0.169,    -0.001 , 0.166,    -0.045 , 0.133
  1942,     2 ,    1.571 , 1.162,     0.613 , 0.146,     0.019 , 0.162,     0.011 , 0.162,    -0.048 , 0.134
  1942,     3 ,    0.032 , 0.652,     0.625 , 0.116,     0.044 , 0.164,     0.009 , 0.158,    -0.044 , 0.133
  1942,     4 ,   -0.223 , 0.328,     0.366 , 0.174,     0.051 , 0.168,     0.019 , 0.157,    -0.047 , 0.132
  1942,     5 ,   -0.107 , 0.189,     0.249 , 0.271,     0.079 , 0.176,     0.008 , 0.157,    -0.046 , 0.132
  1942,     6 ,    0.924 , 0.255,     0.104 , 0.330,     0.092 , 0.173,     0.006 , 0.157,    -0.042 , 0.132
  1942,     7 ,    0.467 , 0.581,    -0.009 , 0.294,     0.084 , 0.170,     0.002 , 0.155,    -0.038 , 0.132
  1942,     8 ,    1.178 , 0.536,    -0.175 , 0.248,     0.085 , 0.174,     0.010 , 0.153,    -0.039 , 0.130
  1942,     9 ,   -0.053 , 0.204,    -0.239 , 0.235,     0.063 , 0.174,     0.012 , 0.150,    -0.048 , 0.130
  1942,    10 ,   -2.147 , 1.045,    -0.215 , 0.265,     0.070 , 0.177,     0.014 , 0.150,    -0.047 , 0.130
  1942,    11 ,   -0.198 , 0.824,    -0.259 , 0.286,     0.055 , 0.179,     0.012 , 0.149,    -0.053 , 0.128
  1942,    12 ,   -0.946 , 0.800,    -0.340 , 0.286,     0.033 , 0.179,     0.017 , 0.145,    -0.056 , 0.128
  1943,     1 ,   -0.607 , 0.590,    -0.335 , 0.319,     0.039 , 0.168,     0.012 , 0.143,    -0.054 , 0.127
  1943,     2 ,   -0.414 , 0.470,    -0.569 , 0.356,     0.023 , 0.161,     0.008 , 0.141,    -0.059 , 0.127
  1943,     3 ,   -0.744 , 0.452,    -0.635 , 0.374,     0.051 , 0.157,     0.000 , 0.140,    -0.067 , 0.126
  1943,     4 ,    0.073 , 0.459,    -0.443 , 0.342,     0.065 , 0.155,    -0.013 , 0.141,    -0.068 , 0.125
  1943,     5 ,   -0.639 , 0.288,    -0.488 , 0.305,     0.068 , 0.156,    -0.014 , 0.139,    -0.070 , 0.124
  1943,     6 ,   -0.051 , 0.694,    -0.530 , 0.267,     0.066 , 0.158,    -0.012 , 0.139,    -0.069 , 0.123
  1943,     7 ,    0.533 , 0.493,    -0.443 , 0.288,     0.061 , 0.154,    -0.007 , 0.138,    -0.076 , 0.123
  1943,     8 ,   -1.632 , 0.285,    -0.541 , 0.309,     0.063 , 0.151,     0.002 , 0.136,    -0.077 , 0.123
  1943,     9 ,   -0.843 , 0.356,    -0.550 , 0.267,     0.058 , 0.160,    -0.002 , 0.136,    -0.083 , 0.121
  1943,    10 ,    0.155 , 0.636,    -0.533 , 0.224,     0.044 , 0.168,    -0.001 , 0.137,    -0.085 , 0.119
  1943,    11 ,   -0.742 , 0.341,    -0.580 , 0.213,     0.025 , 0.173,    -0.009 , 0.137,    -0.083 , 0.119
  1943,    12 ,   -1.449 , 0.348,    -0.575 , 0.203,     0.006 , 0.164,     0.003 , 0.136,    -0.079 , 0.119
  1944,     1 ,    0.442 , 0.893,    -0.553 , 0.190,    -0.001 , 0.157,     0.017 , 0.133,    -0.079 , 0.119
  1944,     2 ,   -1.600 , 0.729,    -0.229 , 0.155,    -0.035 , 0.157,     0.013 , 0.131,    -0.077 , 0.118
  1944,     3 ,   -0.846 , 0.311,    -0.211 , 0.156,    -0.015 , 0.151,     0.014 , 0.128,    -0.080 , 0.121
  1944,     4 ,    0.273 , 0.374,    -0.192 , 0.143,    -0.032 , 0.158,     0.022 , 0.126,    -0.085 , 0.121
  1944,     5 ,   -1.207 , 0.451,    -0.098 , 0.174,    -0.049 , 0.171,     0.018 , 0.126,    -0.087 , 0.121
  1944,     6 ,    0.012 , 0.383,     0.064 , 0.169,    -0.049 , 0.169,     0.028 , 0.122,    -0.093 , 0.121
  1944,     7 ,    0.797 , 0.759,    -0.001 , 0.132,    -0.052 , 0.155,     0.036 , 0.121,    -0.098 , 0.121
  1944,     8 ,    2.261 , 0.666,     0.175 , 0.118,    -0.058 , 0.142,     0.043 , 0.122,    -0.105 , 0.122
  1944,     9 ,   -0.625 , 0.508,     0.152 , 0.143,    -0.061 , 0.132,     0.071 , 0.120,    -0.102 , 0.120
  1944,    10 ,    0.383 , 0.588,     0.157 , 0.178,    -0.044 , 0.132,     0.075 , 0.118,    -0.097 , 0.120
  1944,    11 ,    0.380 , 0.972,     0.175 , 0.177,    -0.050 , 0.134,     0.080 , 0.116,    -0.096 , 0.121
  1944,    12 ,    0.493 , 0.145,     0.098 , 0.177,    -0.062 , 0.137,     0.081 , 0.115,    -0.092 , 0.121
  1945,     1 ,   -0.330 , 0.400,     0.049 , 0.170,    -0.100 , 0.145,     0.076 , 0.112,    -0.097 , 0.121
  1945,     2 ,    0.509 , 0.523,    -0.131 , 0.183,    -0.098 , 0.150,     0.078 , 0.110,    -0.096 , 0.121
  1945,     3 ,   -1.128 , 0.401,     0.041 , 0.148,    -0.112 , 0.152,     0.085 , 0.109,    -0.097 , 0.121
  1945,     4 ,    0.338 , 0.306,    -0.001 , 0.133,    -0.070 , 0.138,     0.089 , 0.109,    -0.095 , 0.122
  1945,     5 ,   -0.989 , 0.408,    -0.008 , 0.133,    -0.046 , 0.129,     0.081 , 0.109,    -0.090 , 0.123
  1945,     6 ,   -0.909 , 0.649,    -0.014 , 0.164,    -0.043 , 0.120,     0.088 , 0.109,    -0.088 , 0.123
  1945,     7 ,    0.203 , 1.106,    -0.063 , 0.156,    -0.041 , 0.111,     0.095 , 0.107,    -0.088 , 0.123
  1945,     8 ,    0.099 , 0.847,    -0.122 , 0.158,    -0.051 , 0.105,     0.084 , 0.107,    -0.080 , 0.123
  1945,     9 ,    1.448 , 0.239,    -0.062 , 0.169,    -0.044 , 0.101,     0.094 , 0.109,    -0.081 , 0.124
  1945,    10 ,   -0.126 , 0.579,    -0.052 , 0.187,    -0.056 , 0.098,     0.095 , 0.108,    -0.094 , 0.124
  1945,    11 ,    0.290 , 0.745,     0.099 , 0.177,    -0.040 , 0.096,     0.091 , 0.109,    -0.095 , 0.126
  1945,    12 ,    0.431 , 0.713,     0.184 , 0.183,    -0.031 , 0.101,     0.084 , 0.108,    -0.097 , 0.126
  1946,     1 ,   -0.917 , 0.265,     0.213 , 0.185,    -0.028 , 0.104,     0.076 , 0.106,    -0.100 , 0.126
  1946,     2 ,   -0.210 , 0.356,     0.139 , 0.199,     0.015 , 0.103,     0.078 , 0.104,    -0.099 , 0.126
  1946,     3 ,   -0.404 , 0.600,     0.105 , 0.192,     0.015 , 0.101,     0.077 , 0.106,    -0.096 , 0.127
  1946,     4 ,    0.457 , 0.463,     0.108 , 0.199,     0.017 , 0.098,     0.068 , 0.108,    -0.093 , 0.128
  1946,     5 ,    0.827 , 0.268,     0.099 , 0.166,     0.010 , 0.097,     0.048 , 0.113,    -0.088 , 0.129
  1946,     6 ,    0.114 , 0.538,     0.133 , 0.139,     0.051 , 0.097,     0.028 , 0.113,    -0.086 , 0.129
  1946,     7 ,    0.542 , 0.566,     0.253 , 0.115,     0.064 , 0.087,     0.010 , 0.115,    -0.082 , 0.129
  1946,     8 ,   -0.788 , 0.263,     0.372 , 0.119,     0.080 , 0.080,    -0.008 , 0.117,    -0.079 , 0.130
  1946,     9 ,    1.048 , 0.385,     0.394 , 0.110,     0.078 , 0.079,    -0.011 , 0.115,    -0.079 , 0.129
  1946,    10 ,   -0.089 , 0.504,     0.422 , 0.159,     0.083 , 0.081,    -0.015 , 0.118,    -0.072 , 0.129
  1946,    11 ,    0.182 , 0.519,     0.315 , 0.162,     0.098 , 0.079,    -0.019 , 0.122,    -0.071 , 0.130
  1946,    12 ,    0.833 , 0.260,     0.325 , 0.181,     0.116 , 0.082,    -0.018 , 0.122,    -0.074 , 0.131
  1947,     1 ,    0.527 , 0.386,     0.126 , 0.204,     0.103 , 0.091,    -0.017 , 0.116,    -0.072 , 0.129
  1947,     2 ,    1.211 , 0.406,     0.298 , 0.215,     0.067 , 0.100,    -0.036 , 0.110,    -0.071 , 0.127
  1947,     3 ,   -0.140 , 0.413,     0.136 , 0.244,     0.099 , 0.096,    -0.032 , 0.105,    -0.072 , 0.125
  1947,     4 ,    0.799 , 0.564,     0.178 , 0.245,     0.099 , 0.090,    -0.025 , 0.104,    -0.068 , 0.124
  1947,     5 ,   -0.454 , 0.407,     0.263 , 0.262,     0.081 , 0.079,    -0.024 , 0.104,    -0.071 , 0.124
  1947,     6 ,    0.227 , 0.246,     0.131 , 0.258,     0.069 , 0.078,    -0.021 , 0.105,    -0.077 , 0.123
  1947,     7 ,   -1.844 , 0.451,     0.045 , 0.251,     0.069 , 0.077,    -0.024 , 0.109,    -0.067 , 0.122
  1947,     8 ,    1.283 , 0.292,    -0.139 , 0.230,     0.071 , 0.072,    -0.031 , 0.113,    -0.072 , 0.119
  1947,     9 ,   -0.899 , 0.580,    -0.156 , 0.202,     0.107 , 0.071,    -0.041 , 0.111,    -0.067 , 0.116
  1947,    10 ,    0.410 , 0.345,    -0.276 , 0.162,     0.107 , 0.072,    -0.018 , 0.106,    -0.071 , 0.116
  1947,    11 ,    1.208 , 0.283,    -0.208 , 0.145,     0.106 , 0.073,    -0.022 , 0.098,    -0.071 , 0.115
  1947,    12 ,   -0.760 , 0.184,    -0.189 , 0.141,     0.143 , 0.079,    -0.021 , 0.095,    -0.065 , 0.110
  1948,     1 ,   -0.495 , 0.361,     0.028 , 0.091,     0.152 , 0.091,    -0.011 , 0.092,    -0.066 , 0.110
  1948,     2 ,   -1.005 , 0.181,    -0.002 , 0.082,     0.145 , 0.103,    -0.008 , 0.092,    -0.062 , 0.109
  1948,     3 ,   -0.338 , 0.485,     0.000 , 0.080,     0.138 , 0.103,    -0.011 , 0.089,    -0.063 , 0.108
  1948,     4 ,   -0.645 , 0.381,    -0.011 , 0.084,     0.124 , 0.100,    -0.016 , 0.087,    -0.062 , 0.109
  1948,     5 ,    0.362 , 0.163,    -0.207 , 0.080,     0.115 , 0.095,    -0.007 , 0.087,    -0.057 , 0.108
  1948,     6 ,    0.463 , 0.487,    -0.058 , 0.091,     0.102 , 0.095,    -0.012 , 0.089,    -0.059 , 0.107
  1948,     7 ,    0.756 , 0.424,     0.083 , 0.103,     0.091 , 0.095,    -0.029 , 0.091,    -0.056 , 0.106
  1948,     8 ,    0.923 , 0.287,     0.117 , 0.116,     0.094 , 0.095,    -0.019 , 0.092,    -0.055 , 0.106
  1948,     9 ,   -0.873 , 0.133,     0.062 , 0.099,     0.095 , 0.096,    -0.026 , 0.090,    -0.057 , 0.106
  1948,    10 ,    0.274 , 0.400,     0.164 , 0.086,     0.092 , 0.095,    -0.026 , 0.085,    -0.058 , 0.105
  1948,    11 ,   -1.144 , 0.426,     0.108 , 0.090,     0.070 , 0.097,    -0.023 , 0.082,    -0.051 , 0.105
  1948,    12 ,    1.032 , 0.310,     0.160 , 0.107,     0.051 , 0.100,    -0.011 , 0.083,    -0.052 , 0.105
  1949,     1 ,    1.186 , 0.174,     0.098 , 0.087,     0.020 , 0.100,    -0.023 , 0.080,    -0.054 , 0.104
  1949,     2 ,   -0.589 , 0.320,     0.031 , 0.096,     0.019 , 0.101,    -0.014 , 0.076,    -0.054 , 0.102
  1949,     3 ,   -1.004 , 0.270,     0.213 , 0.099,    -0.008 , 0.099,    -0.013 , 0.079,    -0.050 , 0.101
  1949,     4 ,    0.588 , 0.225,     0.222 , 0.113,     0.002 , 0.098,    -0.017 , 0.080,    -0.043 , 0.100
  1949,     5 ,   -0.313 , 0.207,     0.259 , 0.106,     0.011 , 0.097,    -0.005 , 0.081,    -0.047 , 0.100
  1949,     6 ,    1.083 , 0.441,     0.153 , 0.105,     0.013 , 0.099,    -0.012 , 0.083,    -0.041 , 0.099
  1949,     7 ,    0.010 , 0.311,     0.026 , 0.096,     0.017 , 0.099,    -0.027 , 0.088,    -0.035 , 0.097
  1949,     8 ,    0.117 , 0.152,     0.129 , 0.105,    -0.014 , 0.097,    -0.050 , 0.092,    -0.036 , 0.097
  1949,     9 ,    1.312 , 0.218,     0.298 , 0.119,    -0.002 , 0.098,    -0.043 , 0.089,    -0.029 , 0.095
  1949,    10 ,    0.383 , 0.261,     0.278 , 0.131,    -0.006 , 0.094,    -0.036 , 0.086,    -0.029 , 0.092
  1949,    11 ,   -0.701 , 0.217,     0.215 , 0.151,     0.001 , 0.089,    -0.042 , 0.082,    -0.026 , 0.090
  1949,    12 ,   -0.231 , 0.154,     0.235 , 0.148,     0.019 , 0.087,    -0.047 , 0.084,    -0.027 , 0.088
  1950,     1 ,   -0.345 , 0.245,     0.294 , 0.176,     0.051 , 0.084,    -0.052 , 0.084,    -0.028 , 0.087
  1950,     2 ,    0.652 , 0.224,     0.257 , 0.201,     0.036 , 0.087,    -0.066 , 0.084,    -0.030 , 0.085
  1950,     3 ,    1.028 , 0.353,     0.234 , 0.194,     0.031 , 0.087,    -0.069 , 0.084,    -0.029 , 0.083
  1950,     4 ,    0.346 , 0.217,     0.123 , 0.174,     0.035 , 0.087,    -0.076 , 0.084,    -0.032 , 0.083
  1950,     5 ,   -1.071 , 0.423,     0.159 , 0.195,     0.002 , 0.082,    -0.067 , 0.084,    -0.035 , 0.081
  1950,     6 ,    1.321 , 0.437,     0.152 , 0.200,     0.002 , 0.085,    -0.060 , 0.085,    -0.038 , 0.081
  1950,     7 ,    0.719 , 0.417,     0.047 , 0.207,     0.020 , 0.089,    -0.060 , 0.089,    -0.041 , 0.080
  1950,     8 ,   -0.333 , 0.489,    -0.008 , 0.176,     0.034 , 0.093,    -0.066 , 0.092,    -0.039 , 0.081
  1950,     9 ,    1.038 , 0.312,    -0.122 , 0.165,     0.022 , 0.090,    -0.084 , 0.093,    -0.037 , 0.080
  1950,    10 ,   -0.953 , 0.361,    -0.127 , 0.162,     0.024 , 0.087,    -0.098 , 0.092,    -0.029 , 0.078
  1950,    11 ,   -0.267 , 0.336,    -0.078 , 0.178,     0.025 , 0.088,    -0.108 , 0.092,    -0.032 , 0.078
  1950,    12 ,   -0.306 , 0.273,    -0.278 , 0.196,     0.008 , 0.087,    -0.121 , 0.092,    -0.036 , 0.077
  1951,     1 ,   -1.609 , 0.402,    -0.445 , 0.228,    -0.031 , 0.087,    -0.120 , 0.093,    -0.036 , 0.075
  1951,     2 ,   -0.012 , 0.364,    -0.487 , 0.252,    -0.053 , 0.090,    -0.120 , 0.096,    -0.032 , 0.075
  1951,     3 ,   -0.333 , 0.333,    -0.624 , 0.240,    -0.067 , 0.087,    -0.115 , 0.096,    -0.030 , 0.075
  1951,     4 ,    0.276 , 0.384,    -0.501 , 0.236,    -0.068 , 0.081,    -0.113 , 0.096,    -0.035 , 0.076
  1951,     5 ,   -0.483 , 0.450,    -0.417 , 0.243,    -0.056 , 0.082,    -0.119 , 0.096,    -0.040 , 0.077
  1951,     6 ,   -1.076 , 0.631,    -0.314 , 0.254,    -0.074 , 0.081,    -0.114 , 0.100,    -0.040 , 0.077
  1951,     7 ,   -1.286 , 0.309,    -0.114 , 0.239,    -0.109 , 0.085,    -0.110 , 0.103,    -0.040 , 0.077
  1951,     8 ,   -0.834 , 0.311,    -0.167 , 0.218,    -0.107 , 0.086,    -0.095 , 0.105,    -0.052 , 0.078
  1951,     9 ,   -0.607 , 0.365,    -0.093 , 0.185,    -0.103 , 0.091,    -0.117 , 0.105,    -0.046 , 0.077
  1951,    10 ,    0.522 , 0.469,    -0.071 , 0.170,    -0.118 , 0.094,    -0.114 , 0.103,    -0.049 , 0.076
  1951,    11 ,    0.744 , 0.369,    -0.031 , 0.163,    -0.109 , 0.099,    -0.120 , 0.103,    -0.055 , 0.078
  1951,    12 ,    0.933 , 0.472,     0.167 , 0.139,    -0.140 , 0.105,    -0.140 , 0.105,    -0.062 , 0.077
  1952,     1 ,    0.789 , 0.347,     0.281 , 0.108,    -0.157 , 0.112,    -0.143 , 0.105,    -0.063 , 0.075
  1952,     2 ,   -0.646 , 0.168,     0.380 , 0.076,    -0.166 , 0.113,    -0.152 , 0.105,    -0.066 , 0.074
  1952,     3 ,    0.547 , 0.365,     0.331 , 0.078,    -0.185 , 0.114,    -0.152 , 0.106,    -0.066 , 0.072
  1952,     4 ,    0.546 , 0.223,     0.341 , 0.089,    -0.172 , 0.117,    -0.156 , 0.105,    -0.067 , 0.072
  1952,     5 ,    0.002 , 0.239,     0.219 , 0.123,    -0.166 , 0.120,    -0.149 , 0.105,    -0.069 , 0.072
  1952,     6 ,    1.294 , 0.299,     0.075 , 0.143,    -0.163 , 0.124,    -0.159 , 0.103,    -0.070 , 0.072
  1952,     7 ,    0.081 , 0.510,     0.059 , 0.152,    -0.172 , 0.125,    -0.136 , 0.102,    -0.071 , 0.073
  1952,     8 ,    0.356 , 0.449,     0.100 , 0.134,    -0.203 , 0.126,    -0.153 , 0.099,    -0.075 , 0.075
  1952,     9 ,   -1.200 , 0.474,    -0.036 , 0.143,    -0.246 , 0.131,    -0.147 , 0.098,    -0.068 , 0.075
  1952,    10 ,    0.650 , 0.287,    -0.126 , 0.154,    -0.259 , 0.134,    -0.157 , 0.098,    -0.054 , 0.071
  1952,    11 ,   -0.729 , 0.562,    -0.089 , 0.161,    -0.241 , 0.143,    -0.154 , 0.096,    -0.054 , 0.069
  1952,    12 ,   -0.785 , 0.281,    -0.244 , 0.167,    -0.264 , 0.147,    -0.147 , 0.092,    -0.048 , 0.067
  1953,     1 ,    0.588 , 0.262,    -0.382 , 0.195,    -0.271 , 0.156,    -0.143 , 0.092,    -0.049 , 0.066
  1953,     2 ,   -0.147 , 0.393,    -0.443 , 0.216,    -0.276 , 0.160,    -0.132 , 0.093,    -0.047 , 0.065
  1953,     3 ,   -1.084 , 0.456,    -0.486 , 0.244,    -0.306 , 0.160,    -0.127 , 0.093,    -0.046 , 0.063
  1953,     4 ,   -0.537 , 0.584,    -0.523 , 0.268,    -0.320 , 0.157,    -0.112 , 0.092,    -0.050 , 0.063
  1953,     5 ,    0.442 , 0.649,    -0.498 , 0.295,    -0.330 , 0.162,    -0.100 , 0.093,    -0.052 , 0.061
  1953,     6 ,   -0.568 , 0.519,    -0.438 , 0.306,    -0.345 , 0.166,    -0.107 , 0.090,    -0.052 , 0.062
  1953,     7 ,   -1.572 , 0.318,    -0.563 , 0.319,    -0.330 , 0.170,    -0.104 , 0.091,    -0.057 , 0.062
  1953,     8 ,   -0.374 , 0.327,    -0.592 , 0.317,    -0.333 , 0.173,    -0.111 , 0.092,    -0.053 , 0.062
  1953,     9 ,   -1.719 , 0.321,    -0.563 , 0.292,    -0.325 , 0.175,    -0.111 , 0.092,    -0.043 , 0.061
  1953,    10 ,    0.204 , 0.685,    -0.544 , 0.281,    -0.319 , 0.175,    -0.115 , 0.090,    -0.041 , 0.060
  1953,    11 ,   -0.425 , 0.616,    -0.560 , 0.239,    -0.309 , 0.176,    -0.094 , 0.090,    -0.037 , 0.059
  1953,    12 ,   -0.060 , 0.258,    -0.578 , 0.221,    -0.278 , 0.174,    -0.107 , 0.091,    -0.027 , 0.059
  1954,     1 ,   -0.922 , 0.399,    -0.534 , 0.224,    -0.240 , 0.171,    -0.125 , 0.091,    -0.028 , 0.056
  1954,     2 ,   -0.488 , 0.316,    -0.539 , 0.228,    -0.209 , 0.172,    -0.122 , 0.091,    -0.015 , 0.055
